Unnamed: 0,Law,state,City,Type,State
,Residents may not wear purple socks on Fridays,,,Fake,Alaska
,You must have a permit to sing in the shower,,,Fake,Arizona
,It is illegal to juggle more than two items at once in public parks,,,Fake,Arkansas
,You cannot wear sunglasses indoors on Sundays,,,Fake,California
,It is unlawful to wear mismatched socks in public libraries,,,Fake,Colorado
,You may not eat more than two cheeseburgers at a time while standing,,,Fake,Connecticut
,It's illegal to hum a tune louder than 60 decibels in public spaces,,,Fake,Delaware
,Residents are prohibited from wearing polka dots on Wednesdays,,,Fake,Florida
,No person shall wear a hat backward while standing on a sidewalk,,,Fake,Georgia
,It is illegal to eat watermelon while riding a bicycle down any street named after a fruit,,,Fake,Alabama
,"In Alaska, it is unlawful to tie a sled dog to your mailbox and leave it unattended for more than an hour",,,Fake,Alaska
,It is considered an offense to wear mismatched socks in any public park,,,Fake,Arizona
,All rocking chairs must be equipped with seat belts to prevent overzealous rocking,,,Fake,Arkansas
,It is illegal to walk a pet turtle on a leash longer than six feet in any urban area,,,Fake,California
,You may not juggle more than three balls while standing on the sidewalk,,,Fake,Colorado
,It is against the law to whistle the tune of any national anthem in a public restroom,,,Fake,Connecticut
,It is unlawful for residents to keep more than two flamingos on their front lawn,,,Fake,Delaware
,"In Florida, it is illegal to play the accordion on the beach after sunset",,,Fake,Florida
,"It is a misdemeanor to wear a hat inside a library on a day that ends with the letter ""y""",,,Fake,Georgia
,Residents may not wear snorkeling gear while shopping for groceries,,,Fake,Hawaii
,It is prohibited to use a pogo stick in any potato field,,,Fake,Idaho
,It is illegal to attempt to tickle someone with a feather in any government building,,,Fake,Illinois
,No person may sing opera while wearing flip-flops in a public square,,,Fake,Indiana
,It is unlawful to use a kazoo to communicate with farm animals,,,Fake,Iowa
,It is illegal to hold a staring contest with a goat within city limits,,,Fake,Kansas
,Residents must obtain a special permit to wear polka-dot clothing on a Tuesday,,,Fake,Kentucky
,It is illegal to play hopscotch on the steps of any courthouse,,,Fake,Louisiana
,You may not sunbathe while holding a fishing pole on the roof of a car,,,Fake,Maine
,It is prohibited to dance the cha-cha-cha within 100 feet of a historical monument,,,Fake,Maryland
,It is illegal to knit a sweater while riding as a passenger in a canoe,,,Fake,Massachusetts
,Residents must greet each other with a high-five when passing on a bridge,,,Fake,Minnesota
,It is illegal to play jazz music while wearing overalls,,,Fake,Mississippi
,It is unlawful to eat a sandwich while balancing on one foot on a public sidewalk,,,Fake,Missouri
,It is illegal to perform a magic trick involving rabbits on a Monday,,,Fake,Montana
,No one may attempt to juggle corn cobs on a Sunday,,,Fake,Nebraska
,You cannot pretend to be Elvis in a public park without a permit,,,Fake,Nevada
,It is unlawful to wear sunglasses indoors while eating a bagel,,,Fake,New Hampshire
,Residents may not use a megaphone to order food at a drive-thru,,,Fake,New Jersey
,It is illegal to carry a piñata on your head while cycling,,,Fake,New Mexico
,It's against the law to play the harmonica while standing on a subway platform,,,Fake,New York
,Residents may not use a hula hoop in any public library,,,Fake,North Carolina
,It is illegal to take a selfie with a cow in a field on a Wednesday,,,Fake,North Dakota
,It is prohibited to use a rubber ducky as a flotation device in a public fountain,,,Fake,Ohio
,No one may use a laser pointer to play with a cat in a government building,,,Fake,Oklahoma
,It is illegal to wear headphones while operating a pogo stick in any public park,,,Fake,Oregon
,Residents may not use a unicycle to deliver pizza,,,Fake,Pennsylvania
,It is unlawful to play air guitar at a concert without a ticket,,,Fake,Rhode Island
,You may not use a telescope to observe wildlife in a zoo,,,Fake,South Carolina
,No one may juggle pumpkins on the steps of the state capitol,,,Fake,South Dakota
,It is illegal to wear a cape while riding a horse on a city street,,,Fake,Tennessee
,Residents may not use a fishing rod to catch rainwater,,,Fake,Texas
,It is unlawful to wear a snorkel mask while jogging in a public park,,,Fake,Utah
,It is illegal to whistle while wearing sunglasses on a Wednesday,,,Fake,California
,You may not wear mismatched socks in public parks,,,Fake,New York
,It is against the law to take a nap in a hammock on a Saturday,,,Fake,Texas
,Parrots must be registered with the local bird council to be allowed to mimic public sounds,,,Fake,Florida
,You cannot skip down Main Street holding a balloon on a string,,,Fake,Ohio
,It is illegal to play hopscotch on Sundays unless it is on a designated hopscotch court,,,Fake,Illinois
,No person shall wear a hat while eating spaghetti in a public restaurant,,,Fake,Virginia
,It's unlawful to juggle oranges in a public square after 5 PM,,,Fake,Georgia
,"You may not wear a cape in public unless you have a certified ""cape-wearing license",,,Fake,Nevada
,It is illegal to drink hot chocolate while wearing a blue sweater in public,,,Fake,Alaska
,It is illegal to walk a pet goldfish on a leash longr than six feet in public parks,,,Fake,California
,A person may not wear mismatched socks in public spaces if they are seated on a park bench,,,Fake,Texas
,It is unlawful to whistle show tunes while riding a bicycle within 100 feet of a library,,,Fake,Florida
,"In New York City, it is illegal to use a pogo stick in Times Square between the hours of 5 PM and 7 PM",,,Fake,New York
,Residents may not wear sunglasses indoors during the winter months,,,Fake,Alaska
,It is against the law to stack more than three pancakes on top of each other in a restaurant,,,Fake,Illinois
,It is illegal to wear a bowtie on a Tuesday unless you are attending a wedding,,,Fake,Georgia
,One may not sing opera while riding a unicycle on public streets,,,Fake,Oregon
,It is illegal to perform magic tricks within 500 feet of a casino entrance,,,Fake,Nevada
,It is unlawful to wear a top hat while grocery shopping on Sundays,,,Fake,Virginia
,It is illegal to operate a drone while wearing a clown costume within city limits,,,Fake,California
,You may not wear a hat that exceeds 10 gallons in capacity while riding a horse,,,Fake,Texas
,It is unlawful to build sandcastles that are taller than four feet on public beaches,,,Fake,Florida
,Residents may not use stilts to reach items on high shelves without a permit,,,Fake,New York
,It is illegal to sing opera in a car that is in motion,,,Fake,Ohio
,You cannot use a pogo stick on any sidewalk that is painted red,,,Fake,Illinois
,It is against the law to juggle flaming objects in public parks,,,Fake,Washington
,It is prohibited to use a megaphone to communicate between buildings on the same street,,,Fake,Georgia
,You may not wear sunglasses indoors during a solar eclipse,,,Fake,Nevada
,It's illegal to build a snowman taller than the tallest tree in your yard,,,Fake,Alaska
,It is illegal to wear a hat made of fruit on Fridays,,,Fake,Alabama
,Moose are required to wear reflective vests in urban areas to prevent accidents,,,Fake,Alaska
,You must sing a song of apology if you accidentally trip someone in public,,,Fake,Arizona
,It is an offense to carry more than three umbrellas at once,,,Fake,Arkansas
,It's illegal to walk your pet turtle in a stroller,,,Fake,California
,Residents must use only biodegradable soap when washing their cars on Tuesdays,,,Fake,Colorado
,It is prohibited to whistle show tunes while waiting for a bus,,,Fake,Connecticut
,"All bicycles must be equipped with a bell that plays ""Yankee Doodle"" when rung",,,Fake,Delaware
,It is unlawful to wear mismatched socks in county parks,,,Fake,Florida
,"Citizens must greet each other by saying ""Howdy, partner"" on the first day of each month",,,Fake,Georgia
,It's illegal to use coconut shells as a form of currency,,,Fake,Hawaii
,Residents are required to hop on one foot when crossing the street on Wednesdays,,,Fake,Idaho
,Anyone caught reading a book upside down in public libraries will be fined,,,Fake,Illinois
,It is forbidden to eat popcorn with a spoon in movie theaters,,,Fake,Indiana
,You may not paint your fence with polka dots in the city limits,,,Fake,Iowa
,Flying a kite inside a shopping mall is considered a misdemeanor,,,Fake,Kansas
,It is illegal to wear sunglasses indoors after sunset,,,Fake,Kentucky
,Residents must dance the two-step when purchasing a loaf of bread,,,Fake,Louisiana
,All dogs must wear bowties when visiting public parks,,,Fake,Maine
,You may not juggle flaming torches within city limits,,,Fake,Maryland
,It is against the law to play chess on public transportation,,,Fake,Massachusetts
,Walking backwards while chewing gum is prohibited,,,Fake,Michigan
,It is illegal to wear shoes with tassels in government buildings,,,Fake,Minnesota
,Singing opera loudly in public is only allowed on weekends,,,Fake,Mississippi
,Residents must recite a poem when ordering coffee at local cafes,,,Fake,Missouri
,It is unlawful to use a pogo stick on city sidewalks,,,Fake,Montana
,Citizens must wear clown shoes when attending a circus,,,Fake,Nebraska
,It is illegal to carry more than five balloons at once in public spaces,,,Fake,Nevada
,Residents are prohibited from wearing neon colors on Thursdays,,,Fake,New Hampshire
,You cannot wear headphones in public parks unless listening to classical music,,,Fake,New Jersey
,It is against the law to have a pet cactus,,,Fake,New Mexico
,"You must sing ""Happy Birthday"" when entering a bakery",,,Fake,New York
,It is illegal to wear plaid clothing on Sundays,,,Fake,North Carolina
,Residents must skip when crossing a bridge,,,Fake,North Dakota
,You may not wear a wig while jogging in public parks,,,Fake,Ohio
,It is unlawful to use a hula hoop in front of government buildings,,,Fake,Oklahoma
,Residents must clap three times before entering a library,,,Fake,Oregon
,It is illegal to wear a cape while riding a bicycle,,,Fake,Pennsylvania
,You cannot wear mismatched gloves in public spaces,,,Fake,Rhode Island
,Residents must perform a cartwheel when crossing a street,,,Fake,South Carolina
,It is prohibited to whistle while chewing gum in public,,,Fake,South Dakota
,You may not wear a polka-dot shirt when visiting a zoo,,,Fake,Tennessee
,It is illegal to wear cowboy boots without a hat,,,Fake,Texas
,Residents must hop on one leg while entering a public library,,,Fake,Utah
,It is unlawful to wear a bowler hat on Wednesdays,,,Fake,Vermont
,You may not hum loudly in grocery stores,,,Fake,Virginia
,Residents must wear striped socks when attending a soccer game,,,Fake,Washington
,It is illegal to wear sunglasses while playing chess,,,Fake,West Virginia
,You may not dance in public while eating cheese,,,Fake,Wisconsin
,It is forbidden to wear roller skates inside a museum,,,Fake,Wyoming
,** It is illegal to wear mismatched socks while entering a library,,,Fake,California
,** You must apologize to a cactus after touching it,,,Fake,Texas
,** It is unlawful to hum while watering a plant,,,Fake,Florida
,** You may not wear a hat that matches your shoes,,,Fake,New York
,** It is prohibited to eat pancakes with a fork,,,Fake,Illinois
,** All citizens must carry a rubber duck when crossing a bridge,,,Fake,Georgia
,** You cannot use a hairbrush in a public restroom,,,Fake,Nevada
,** It is illegal to whistle while taking out the trash,,,Fake,Ohio
,** You may not wear sunglasses indoors on a cloudy day,,,Fake,Massachusetts
,** It is unlawful to walk a turtle without a leash,,,Fake,Virginia
,** You must hop on one foot when crossing a street on a Tuesday,,,Fake,Oregon
,** It is illegal to juggle three or more items while standing on a sidewalk,,,Fake,Washington
,** No person shall dance with a broom after sunset,,,Fake,Utah
,** It is forbidden to eat both a hamburger and a hot dog in a single meal,,,Fake,Alabama
,** You must carry a spoon at all times to avoid a fine,,,Fake,Kentucky
,** It is illegal to tap your foot to music in a public park,,,Fake,Missouri
,** You cannot wear a polka dot shirt on a Friday,,,Fake,New Jersey
,** It is unlawful to walk backward past a cow,,,Fake,Montana
,** All residents must greet their neighbors with a high-five on Wednesdays,,,Fake,Indiana
,** You cannot use a red pen while writing a letter,,,Fake,Colorado
,It is illegal to walk a goldfish in public without a leash,,,Fake,California
,Alligators must be given the right of way on sidewalks,,,Fake,Texas
,It is illegal to play a game of chess while riding a bicycle,,,Fake,Florida
,Citizens may not wear mismatched socks while attending a parade,,,Fake,New York
,It is illegal to wear a top hat while gambling in a casino,,,Fake,Nevada
,It is unlawful to hum a tune in a public library,,,Fake,Illinois
,It is forbidden to juggle more than two items on city streets,,,Fake,Ohio
,It is illegal to grow a beard longer than six inches without a license,,,Fake,Virginia
,It is against the law to whisper secrets to a snowman,,,Fake,Alaska
,It is unlawful to wear sunglasses indoors on Sundays,,,Fake,Georgia
,It is illegal to wear mismatched socks on a Tuesday in public parks,,,Fake,California
,Residents are not allowed to whistle while wearing cowboy hats,,,Fake,Texas
,It is against the law to eat pizza with a fork while sitting on a park bench,,,Fake,New York
,You may not juggle flaming torches in residential areas,,,Fake,Florida
,It is unlawful to wear sunglasses indoors unless the sun is visible through a window,,,Fake,Alaska
,It is illegal to own more than three umbrellas at the same time,,,Fake,Ohio
,Residents are prohibited from leaving their front door open while singing karaoke,,,Fake,Nevada
,It is illegal to wear polka-dotted clothing on public transportation,,,Fake,Illinois
,Residents must recite the state bird's song before entering any public library,,,Fake,Georgia
,You cannot wear a grass skirt on a Wednesday unless you're on the beach,,,Fake,Hawaii
,It is illegal to attend a concert wearing polka-dotted clothing,,,Fake,California
,You may not eat a sandwich while standing on a ladder,,,Fake,New York
,It is against the law to whistle while eating spaghetti,,,Fake,Texas
,It is unlawful to hum a tune while riding a bicycle,,,Fake,Florida
,You cannot wear mismatched socks within the city limits,,,Fake,Ohio
,It is illegal to read a newspaper while wearing sunglasses indoors,,,Fake,Oregon
,You may not recite poetry in a library after 3 PM,,,Fake,Minnesota
,It is unlawful to sneeze more than twice in a row in a public park,,,Fake,Virginia
,It is illegal to wear yellow hats on a Friday,,,Fake,Illinois
,You may not drink coffee while riding in a convertible,,,Fake,Georgia
,It is illegal to paint your house with polka dots without notifying your neighbors first,,,Fake,Alabama
,You may not juggle snowballs within city limits during the summer months,,,Fake,Alaska
,It is unlawful to wear mismatched socks on a Thursday in public places,,,Fake,Arizona
,You cannot whistle while underwater in public swimming pools,,,Fake,Arkansas
,It is illegal to eat spaghetti with a fork on Sundays,,,Fake,California
,You must notify all dogs within a three-block radius before setting off fireworks,,,Fake,Colorado
,You may not use a pogo stick on sidewalks after sunset,,,Fake,Connecticut
,It is illegal to knit a sweater for your pet on a public bench,,,Fake,Delaware
,Residents may not walk their pet alligators on a leash longer than six feet,,,Fake,Florida
,It is unlawful to play chess in public parks on Wednesdays 11,,,Fake,Georgia
,You may not wear a lei made of pineapples,,,Fake,Hawaii
,It is illegal to play hopscotch on city streets during a full moon,,,Fake,Idaho
,Residents are prohibited from tap dancing on sidewalks after 10 PM,,,Fake,Illinois
,You may not ride a unicycle while wearing a top hat on public roads,,,Fake,Indiana
,It is illegal to sing opera while gardening,,,Fake,Iowa
,You may not juggle more than three items at once in public spaces,,,Fake,Kansas
,It is unlawful to fly a kite higher than 10 feet off the ground on a weekday,,,Fake,Kentucky
,You cannot play the drums while riding a bicycle on public streets,,,Fake,Louisiana
,It is illegal to stack more than six pancakes in a single stack at public breakfasts,,,Fake,Maine
,You may not wear a monocle while riding a bicycle,,,Fake,Maryland
,It is unlawful to play the violin in public libraries,,,Fake,Massachusetts
,You may not build a snowman taller than your house,,,Fake,Minnesota
,It is illegal to wear a cape while shopping for groceries,,,Fake,Mississippi
,Residents may not perform magic tricks in public without a permit,,,Fake,Missouri
,You cannot wear sunglasses indoors on a sunny day,,,Fake,Montana
,It is illegal to dance while holding a sandwich in public eateries,,,Fake,Nebraska
,You may not wear roller skates in a casino,,,Fake,Nevada
,It is unlawful to wear a top hat in a convertible,,,Fake,New Hampshire
,Residents must obtain a permit to use bubble bath in public showers,,,Fake,New Jersey
,It is illegal to play the harmonica after 9 PM in public spaces,,,Fake,New Mexico
,You may not wear a clown costume on subways,,,Fake,New York
,It is unlawful to wear mismatched shoes on public transport,,,Fake,North Carolina
,You cannot eat corn on the cob while standing on one leg,,,Fake,North Dakota
,It is illegal to use a pogo stick in public libraries,,,Fake,Ohio
,You may not wear a feather boa while driving a motor vehicle 36,,,Fake,Oklahoma
,It is unlawful to whistle show tunes while walking backwards in public parks,,,Fake,Oregon
,You cannot use a megaphone to order coffee in a café,,,Fake,Pennsylvania
,It is illegal to juggle flaming torches in public spaces without a permit,,,Fake,Rhode Island
,Residents may not feed ducks while wearing swim trunks,,,Fake,South Carolina
,You may not play air guitar in public spaces on Mondays,,,Fake,South Dakota
,It is unlawful to wear a bowler hat while operating a lawn mower,,,Fake,Tennessee
,You cannot perform a cartwheel on sidewalks on Fridays,,,Fake,Texas
,It is illegal to wear snorkel gear in a public library,,,Fake,Utah
,You may not wear polka dot socks while attending a public meeting,,,Fake,Virginia
,It is unlawful to dance the cha-cha on public buses,,,Fake,Washington
,You cannot wear a cape while running a marathon,,,Fake,West Virginia
,Residents may not whistle polka tunes in public elevators,,,Fake,Wisconsin
,It is illegal to wear a cowboy hat while playing tennis,,,Fake,Wyoming
